Entry,Ref,OLDRS,RANK,RS,RAWQP,QPRANK,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Syrah,,,La Plantze,Vda,,35,Syrah 100%,Lepre in salmì,,,86,nd,nd,,,,,14,1,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,Nagòtt,,,La Plantze,Vda,,70,Petit rouge 60% – Fumin 15% – Cornalin 10% – Mayolet 10% –,Cinghiale in umido,,,86,nd,nd,,,,,14,0,,Legno 18 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Cornalin Vioux,,,La Plantze,Vda,,30,Cornalin 100%,e Terracotta 7 mesi Carré di maiale al forno con mele renette,,,86,nd,nd,,,,,14,0,,Legno 7 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Pinot Gris,,,La Plantze,Vda,,25,Pinot grigio 100%,e Legno 8 mesi Spaghetti con mazzancolle e pomodorini,,,86,nd,nd,,,,,14,2,,Acciaio 8 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Valle D’Aosta Gamay,,,La Source,Vda,,15,Gamay 100%,Coniglio alla ligure,,,89,nd,nd,,,,,13,3,,Acciaio 12 mesi,,Porpora di media fittezza con intarsi rosso rubino. Olfatto stuzzicante con suggestioni vegetali ammantate da lampone e fragoline di bosco e da lievi accenni di fiore di sambuco. Fresco e invitante con trama tannica serica. Persistente il frutto nell’epilogo.,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2018,,Valle D’Aosta Cornalin,,,La Source,Vda,,16,Cornalin 100%,Ossobuco alla milanese,,,89,nd,nd,,,,,13,5,,Acciaio 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2018,,Valle D’Aosta Torrette,,,La Source,Vda,,14,Petit rouge 90% – Prëmetta 5% – Vien de Nus 5%,Tagliere di salumi,,,86,nd,nd,,,,,13,7,,Acciaio 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Petite Arvine,,,La Source,Vda,,25,Petite arvine 100%,Gnocchi di patate viola con carciofi morbidi e croccanti,,,86,nd,nd,,,,,13,3,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Valle D’Aosta Bianco Ensemblo,,,La Source,Vda,,16,Traminer    aromatico    50% –    Muscat    petit    grain    40% –,Risotto con gamberi di fiume e piselli,,,86,nd,nd,,,,,13,3,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Chardonnay,,,La Source,Vda,,15,Chardonnay 100%,San Pietro alla siciliana con dadolata di patate,,,82,nd,nd,,,,,13,2,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Chambave Muscat Flétri,,,La Vrille,Vda,,41,Muscat petit grain 100%,Crostata alle mandorle e albicocche,,,91,nd,nd,,,,,,0,,Acciaio 19 mesi,,"Prezioso topazio, giallo dorato intenso e vivissimo. L’olfatto è un vortice di profumi: arancia candita, tarte tatin con gelato alla vaniglia, erbe alpine e miele di zagara. Grande coerenza aromatica tra naso e bocca. Il finale è lungo e tonico, all’insegna dell’arancia e dell’albicocca candita.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Valle D’Aosta Fumin,,,La Vrille,Vda,,30,Fumin 100%,Costata di manzetta con salsa allo zenzero,,,89,nd,nd,,,,,,1,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Vuillermin,,,La Vrille,Vda,,20,Vuillermin 100%,Gulasch di manzo alla paprica dolce,,,86,nd,nd,,,,,,1,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Chambave Muscat,,,La Vrille,Vda,,20,Muscat petit grain 100%,Risotto al tartufo bianco,,,86,nd,nd,,,,,,4,,Acciaio 7 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Chambave,,,La Vrille,Vda,,16,Petit rouge 70% – Syrah 20% – Vuillermin 10%,Mocetta di camoscio,,,86,nd,nd,,,,,,1,,Acciaio 7 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Cornalin,,,La Vrille,Vda,,18,Cornalin 100%,Capriolo in salmì con polenta di grano saraceno,,,82,nd,nd,,,,,,2,,Acciaio 9 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Petite Arvine,,,Le Grain,Vda,,25,Petite arvine 100%,Risotto alla milanese,,,89,nd,nd,,,,,15,0,,Acciaio 6 mesi,,"Un tenue e splendente giallo sabbia. Il naso racconta energico di tiglio e sambuco, melone bianco e pompelmo, intrecciati un ventaglio di frutta tropicale. Il sorso è generoso e invitante, con una persistente scia fresca condotta da echi agrumati nella chiosa.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Petit Rouge,,,Le Grain,Vda,,22,Petit rouge 100%,Coppa piacentina,,,86,nd,nd,,,,,15,1,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Rosé,,,Le Grain,Vda,,25,Pinot nero 100%,business,,,86,nd,nd,,,,,15,0,,Acciaio 6 mesi,,"Piccione al forno con cipollotti. Via Chateau-Feuillet, 9 11010 Saint Pierre (AO) T. 327 7734488 | M. legrain@libero.it le-grain-di-berthod-claudio.site",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Petite Arvine,,,Les Crêtes,Vda,,18,Petite arvine 100%,Parmigiano Reggiano Riserva,,,89,nd,nd,,,,,14,42,,Acciaio 5 mesi,,"Giallo paglierino di spiccata luminosità. Un ventaglio di agrumi, gelsomino e stille di bergamotto introducono il profilo olfattivo prima di lasciare spazio ad erbe aromatiche di montagna. L’assaggio è equilibrato e caratterizzato da una fine sapidità che sfocia su soffi di mela e nuance balsamiche.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Fumin,,,Les Crêtes,Vda,,24,Fumin 100%,Cinghiale arrosto con castagne,,,89,nd,nd,,,,,14,10,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Chardonnay Cuvée Bois,,,Les Crêtes,Vda,,44,Chardonnay 100%,Totani ripieni con salsa mediterranea,,,89,nd,nd,,,,,14,20,,Legno 11 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Valle D’Aosta Bianco Neige D’Or,,,Les Crêtes,Vda,,58,Petite arvine 60% – Pinot grigio 40%,Legno 12 mesi Bocconcini di rana pescatrice in crosta di mandorle,,,86,nd,nd,,,,,14,1,,Acciaio 6 mesi e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Nebbiolo,,,Les Crêtes,Vda,,33,Nebbiolo 100%,Manzo brasato con funghi,,,86,nd,nd,,,,,14,6,,Legno 18 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Merlot Le Merle,,,Les Crêtes,Vda,,27,Merlot 100%,Cosciotto di maiale farcito,,,86,nd,nd,,,,,14,5,,Legno 18 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Fumin,,,Les Granges,Vda,,22,Fumin 100%,Fagiano arrosto,,,86,nd,nd,,,,,14,4,,Acciaio 24 mesi e,,"Legno 24 mesi Veste rosso rubino profondo e impenetrabile. Lo slancio iniziale sui toni fruttati di more, marasca e prugna evolve in note speziate e balsamiche con sbuffi di cacao. Il gusto, ricco e avvolgente è ben strutturato con doti di equilibrio e gradevole freschezza; tannini di velluto in una piacevole risacca.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Nus Malvoisie,,,Les Granges,Vda,,15,Pinot grigio 100%,Provola di Agerola,,,86,nd,nd,,,,,14,1,,Acciaio 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Nus,,,Les Granges,Vda,,15,Vien de Nus 60% – Petit rouge 30% – altre varietà 10%,Guanciale di manzo in umido con polenta,,,86,nd,nd,,,,,14,4,,Acciaio 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Pinot Noir L’Etranger,,,Les Granges,Vda,,19,Pinot nero 100%,Legno 24 mesi Cosciotto d’agnello al forno con patate novelle,,,82,nd,nd,,,,,14,2,,Acciaio 24 mesi e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Pinot Gris,,,Lo Triolet,Vda,,20,Pinot grigio 100%,Capretto arrosto alle erbe aromatiche,,,91,nd,nd,,,,,14,14,,Acciaio 8 mesi,,"Giallo di magnifica stoffa con riflessi di rame. L’olfatto è un vortice di profumi dolci: uva spina e pesca bianca cui seguono il fiore della magnolia e intarsi balsamici di talco mentolato, eucalipto e anice. Il sorso è fine, misurato ma potente. Nella lunghissima chiusura troneggia il lime.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Pinot Gris Élevé En Barrique,,,Lo Triolet,Vda,,30,Pinot grigio 100%,Risotto alla zucca e astice,,,89,nd,nd,,,,,14,2,,Legno 10 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Rosso Côteau Barrage,,,Lo Triolet,Vda,,,Syrah 80% – Fumin 20%,,,,86,nd,nd,,,,,14,,,   Acciaio    9    mesi    e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Pinot Noir,,,Lo Triolet,Vda,,21,Pinot nero 100%,e Legno 9 mesi Coniglio in umido alle erbe aromatiche,,,86,nd,nd,,,,,14,7,,Acciaio 9 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Fumin,,,Lo Triolet,Vda,,30,Fumin 100%,Legno 9 mesi Medaglioni di cervo con riduzione di cottura,,,86,nd,nd,,,,,14,6,,Acciaio 9 mesi e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Torrette,,,Lo Triolet,Vda,,18,Petit rouge 95% – altre varietà 5%,Gnocchetti di zucca con porcini,,,86,nd,nd,,,,,14,4,,Acciaio 8 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Orto Delle Lumache,,,Mai Domi,Vda,,28,Barbera 100%,Brasato di lepre con riduzione di vino rosso,,,86,nd,nd,,,,,12,0,,Legno 18 mesi,,"Cremisi elegante, intenso e luminoso. Olfatto caratterizzato da slanci di ciliegia e mora cui si alternano riverberi di liquirizia, mentolo, anice stellato e gradevoli sbuffi di vaniglia. Sorso volumico, fresco e succoso con tannini setosi. Si allunga in un finale fruttato.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Müller Thurgau Imago,,,Mai Domi,Vda,,16,Müller Thurgau 90% – Traminer aromatico 10%,Crostini con burro e alici,,,86,nd,nd,,,,,12,1,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,Iocus,,,Mai Domi,Vda,,16,Petit rouge 60% – altre varietà 40%,Agnolotti al sugo di carne,,,82,nd,nd,,,,,12,1,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Pinot Noir,,,Ottin,Vda,,30,Pinot nero 100%,Braciola di cervo con salsa di ribes,,,91,nd,nd,,,,,13,9,,Legno 12 mesi,,"Sipario rosso rubino, naso melanconico che si apre su memorie di anguria, lampone e melagrana. Seguono malie di rosa, peonia e spezie dolci. Una sapidità briosa sottende e sostiene un palato dove troneggiano rosa e ciliegia. La beva è lunga e ammandorlata.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Pinot Noir L’Emerico,,,Ottin,Vda,,50,Pinot nero 100%,Stufato di daino,,,89,nd,nd,,,,,13,3,,Legno 20 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Chardonnay Canto X,,,Ottin,Vda,,40,Chardonnay 100%,Lumache alla bourguignonne,,,89,nd,nd,,,,,13,2,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Petite Arvine Nuances,,,Ottin,Vda,,40,Petite arvine 100%,Tajarin al tartufo bianco d’Alba,,,89,nd,nd,,,,,13,3,,Legno 10 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Fumin,,,Ottin,Vda,,33,Fumin 100%,Coda alla vaccinara,,,89,nd,nd,,,,,13,6,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Torrette Supérieur,,,Ottin,Vda,,28,Petit rouge 80% – Cornalin 10% – Fumin 10%,Oca arrosto,,,89,nd,nd,,,,,13,4,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2018,,Valle D’Aosta Blanc De Morgex Et De La Salle Pas Dosé Pavese Xxxvi,,,Ermes Pavese,Vda,,45,Prié blanc 100%,"Frittura di calamari, gamberi e zucchine",,,89,nd,nd,,,,,13,0,,,,Puro cristallo paglierino con barlumi color smeraldo e finissimo perlage. Incipit di fiori bianchi e fragranze di panificazione precedono profumi di timo e maggiorana. Il sorso cremoso è sostenuto da una buona vena sapida e si accomiata su insistenze di cedro.,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Valle D’Aosta Blanc De Morgex Et De La Salle Le Sette Scalinate,,,Ermes Pavese,Vda,,70,Prié blanc 100%,Sarde beccafico,,,89,nd,nd,,,,,13,0,,Acciaio 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Blanc De Morgex Et De La Salle,,,Ermes Pavese,Vda,,17,Prié blanc 100%,Carpaccio di crostacei su mela verde,,,86,nd,nd,,,,,13,25,,Acciaio 9 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2016,,Valle D’Aosta Blanc De Morgex Et De La Salle Pavese Lx,,,Ermes Pavese,Vda,,65,Prié blanc 100%,60 mesi sui lieviti Risotto con silene e cime di luppolo selvatico,,,86,nd,nd,,,,,13,0,,Acciaio 9 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Syrah,,,André Pellissier,Vda,,26,Syrah 95% – Fumin 5%,Civet di capriolo ai funghi,,,86,nd,nd,,,,,14,2,,Acciaio 12 mesi,,"Rosso rubino di intensa vivacità. Ribes rosso, fragoline di bosco e muschio padroneggiano l’olfatto insieme nuance speziate di pepe nero e cannella. In bocca entra sottile con aromi fruttati e di sottobosco per poi chiudere con freschezza.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Fumin,,,André Pellissier,Vda,,30,Fumin 95% – Syrah 5%,Cinghiale arrosto con castagne,,,86,nd,nd,,,,,14,1,,Legno 24 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Torrette Supérieur,,,André Pellissier,Vda,,26,Petit rouge 80% – Fumin 15% – Syrah 5%,Fettuccine al ragù d’agnello,,,86,nd,nd,,,,,14,4,,Legno 24 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,Bouquet,,,André Pellissier,Vda,,28,Petit rouge 40% – Vien de Nus 40% – altre varietà 20%,info@pellissierwine,,,86,nd,nd,,,,,14,0,,Acciaio 24 mesi,,Rotolo di coniglio con pomodorini ed erbe aromatiche. Frazione Bussan Dessous 11010 Saint-Pierre (AO) T. 340 5704029 | M.it,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Donnas Georgos,,,Piantagrossa,Vda,,45,Nebbiolo 100%,Braciola di cervo con salsa di ribes,,,91,nd,nd,,,,,13,3,,Legno 24 mesi,,"Abito rosso granato, delicatamente pigmentato. All’olfatto, rosa rossa e rosa canina seguono mallo di noce, mirto e cumino. La dotazione alcolica è splendidamente bilanciata da un buon corpo e da una stuzzicante sapidità. Il finale è all’insegna di frutta rossa e arancia.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Nebbiolo 396 Aesculus Hippocastanum,,,Piantagrossa,Vda,,18,Nebbiolo 100%,Cacciucco alla livornese,,,89,nd,nd,,,,,13,12,,Acciaio 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Rosé Rose Tendre,,,Piantagrossa,Vda,,17,Nebbiolo 100%,Legno 12 mesi Coniglio al forno con funghi,,,86,nd,nd,,,,,13,2,,Acciaio 7 mesi,,"Triglie in guazzetto. BIANC>ONE Bianco Erbaluce 100% Alc. 12,5% | € 24 | Bt. 1.200 | Ferm. Legno | Mat.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Nebbiolo Dessus,,,Piantagrossa,Vda,,26,Nebbiolo 100%,Filetto di bue con salsa di Roquefort,,,82,nd,nd,,,,,13,0,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Syrah 870,,,Rosset Terroir,Vda,,40,Syrah 100%,Acciaio 12 mesi e Legno 12 mesi e Terracotta 12 mesi Ravioli di patate e baccalà,,,89,nd,nd,,,,,14,2,,Legno 12 mesi,,"Rosso rubino, rilucente e di pregio. Caleidoscopio ampio: mora, cannella, viola, geranio, seguiti da cenni balsamici, ematici, tabacco trinciato, liquirizia e cacao. Palato pieno e succoso, sorretto da tannini calibrati seppur ancora giovanili. Si congeda su aromi di mirtillo e lamponi. Filetto alla Wellington. SOPRAQUOTA 900 Bianco Petite arvine 100% Alc. 14,5% | € 50 | Bt. 3.000 | Ferm. Legno e Acciaio e Terracotta Mat.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Petite Arvine,,,Rosset Terroir,Vda,,22,Petite arvine 100%,Rollè di cernia con patate al rosmarino,,,89,nd,nd,,,,,14,6,,Acciaio 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Pinot Noir 850,,,Rosset Terroir,Vda,,30,Pinot nero 100%,Risotto con le quaglie,,,86,nd,nd,,,,,14,1,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Chardonnay 770,,,Rosset Terroir,Vda,,35,Chardonnay 100%,Bracioline di maiale al calvados,,,86,nd,nd,,,,,14,3,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Chambave Muscat,,,Rosset Terroir,Vda,,22,Moscato 100%,Terracotta 6 mesi Asparagi verdi allo zabaione salato,,,86,nd,nd,,,,,14,6,,Acciaio 6 mesi e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Rosso Farouche,,,Tanteun e Marietta,Vda,,20,Petit rouge 70% – Cornalin 15% – Vien de Nus 10% – Gamay 5%,Pappardelle al ragù di cervo,,,86,nd,nd,,,,,,2,,Acciaio 7 mesi,,"Vivace sipario rubino dai lucenti intarsi violacei. Si concede con piccoli frutti rossi, pepe bianco, garofano e garbate sfumature di fieno. Assaggio teso con sapori fragranti di ciliegia, agrume e fiori. Volge un finale minerale ed equilibrato.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Rosso Boheme,,,Tanteun e Marietta,Vda,,30,Petit rouge 70% – Cornalin 15% – Vien de Nus 15%,Cinghiale in umido,,,86,nd,nd,,,,,,2,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Blanc De Morgex Et De La Salle Non Filtrato,,,Albert Vevey,Vda,,19,Prié blanc 100%,Bocconcini di rana pescatrice in crosta di mandorle,,,89,nd,nd,,,,,,3,,Vetroresina 6 mesi,,"Giallo solare, pieno di vita. Profilo odoroso aderente alla tipicità del vitigno, con apertura su grafite, poi erbe di montagna, tarassaco e fiori di achillea. Il gusto è dinamico, di calibrata acidità e conduce con spiccata sapidità una durevolezza aromatica di fienagione e lime.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Blanc De Morgex Et De La Salle,,,Albert Vevey,Vda,,19,Prié blanc 100%,Battuto di gamberi rossi di Sicilia,,,86,nd,nd,,,,,,6,,Vetroresina 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,Blanc Flapì,,,Albert Vevey,Vda,,25,Prié blanc 100%,mariovevey@vievini,,,86,nd,nd,,,,,,3,,Acciaio 5 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,Vevey Brut Nature,,,Marziano Vevey,Vda,,30,Prié blanc 100%,"Insalata di polpo, patate e olive",,,89,nd,nd,,,,,,1,,Acciaio 3 mesi,,"24 mesi sui lieviti Giallo verdolino con lampi luminosi che evidenziano le piccole e numerose bollicine. Fiori bianchi e cenni di panificazione preparano un olfatto attraente, cui seguono mela Golden, erbe aromatiche ed esili stille di pirite. Sorso tagliente e rinfrescante, equilibrato da cremosa effervescenza.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Blanc De Morgex Et De La Salle,,,Marziano Vevey,Vda,,16,Prié blanc 100%,Risotto con gamberi di fiume e piselli,,,86,nd,nd,,,,,,0,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,Tacsum,,,Vintage,Vda,,60,Moscato bianco 100%,Piccione ai porcini e tartufo nero,,,89,nd,nd,,,,,12,0,,Legno 12 mesi,,"Livrea arancio brillante dalle screziature ramate. Un’intensa esplosione di fiori di riviera si sussegue essenze di frutti maturi. Ricordi marini e di cappero riportano irresistibilmente il naso al calice. In bocca il vino è dinamico, la sapidità si erge contorno del palato in un epilogo appagante.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,Di Rosso Vestita,,,Vintage,Vda,,30,altre varietà 100%,Carré di maiale al forno con mele renette,,,86,nd,nd,,,,,12,0,,Legno 14 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,Tour Des Fouines,,,Vintage,Vda,,30,Gamay 100%,Fettuccine ai funghi porcini,,,86,nd,nd,,,,,12,0,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,La Pergola Di Tico,,,Vintage,Vda,,28,altre varietà 100%,Tagliere di salumi,,,82,nd,nd,,,,,12,0,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,Merendendi,,,Vintage,Vda,,25,Petit rouge 50% – Syrah 50%,Risotto alla pescatora,,,77,nd,nd,,,,,12,0,,Acciaio 5 mesi e Legno 4 mesi,,,,Italy,,,
