Entry,Ref,OLDRS,RANK,RS,RAWQP,QPRANK,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,,,,,,,,,,,,,,,,,2024,2020,,Barbera D’Alba Superiore Regiaveja,,,Gianfranco Bovio,Piemonte,,19,Barbera 100%,Legno 12 mesi Toma di Murazzano,,,89,nd,nd,,,,,15,4,,Acciaio 2 mesi e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barolo,,,Gianfranco Bovio,Piemonte,,33,Nebbiolo 100%,Risotto con rape rosse e Gorgonzola,,,89,nd,nd,,,,,15,,,Legno 22 mesi e Cemento 8 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Langhe Chardonnay Alessandro,,,Gianfranco Bovio,Piemonte,,17,Chardonnay 100%,Linguine con asparagi e calamaretti,,,86,nd,nd,,,,,15,4,,Legno 10 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Barbera D’Asti Bricco Dell’Uccellone,,,Braida Giacomo Bologna,Piemonte,,60,Barbera 100%,Ossobuco alla milanese,,,91,nd,nd,,,,,14,70,,Legno 12 mesi,,"Rubino fitto e luminoso. Intensi profumi fruttati di more, prugne e ciliegie in confettura si accompagnano sentori di fiori, vaniglia, spezie e sfumature vegetali. Al palato l’importante presenza alcolica viene perfettamente bilanciata dalla rinfrescante acidità e dal delicato tannino. Finale molto lungo e coerente.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Barbera D’Asti Ai Suma,,,Braida Giacomo Bologna,Piemonte,,90,Barbera 100%,Legno 12 mesi Cinghiale in umido,,,89,nd,nd,,,,,14,10,,Acciaio 3 mesi e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Grignolino D’Asti Limonte,,,Braida Giacomo Bologna,Piemonte,,15,Grignolino 100%,Petto d’anatra all’arancia,,,89,nd,nd,,,,,14,20,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Barbera D’Asti Montebruna,,,Braida Giacomo Bologna,Piemonte,,20,Barbera 100%,Ravioli al sugo di chianina e tartufo nero,,,86,nd,nd,,,,,14,90,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Moscato D’Asti Vigna Senza Nome,,,Braida Giacomo Bologna,Piemonte,,15,Moscato bianco 100%,Crostata agli agrumi,,,82,nd,nd,,,,,14,100,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Brachetto D’Acqui,,,Braida Giacomo Bologna,Piemonte,,15,Brachetto 100%,Crostata ai frutti di bosco con mandorle e noci,,,82,nd,nd,,,,,14,60,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2017,,Barolo Sarmassa Vigna Bricco Riserva,,,Brezza,Piemonte,,70,Nebbiolo 100%,Coda alla vaccinara,,,91,nd,nd,,,,,14,3,,Legno 24 mesi e,,"Cemento 8 mesi Grande naso; profondità di bacche e radici, frutta carnosa bacca rossa, fragole in confettura, ciliegia matura, poi via via si alleggerisce donando note più sobrie di fiori e frutti. Al gusto non molla: è rotondo, morbido, un piacere. Dal 2027.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barolo Cannubi,,,Brezza,Piemonte,,45,Nebbiolo 100%,Guanciale di vitello alle erbe aromatiche,,,91,nd,nd,,,,,14,9,,Legno 24 mesi,,"Tanta dolcezza in questo Cannubi, frutta rossa go go, erbe di montagna, fieno, lampone, caramelle, frutta zuccherata. La bocca è tosta e di volume: i tannini si fanno sentire, la persistenza lunga e fruttata.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barolo Sarmassa,,,Brezza,Piemonte,,50,Nebbiolo 100%,Castelmagno,,,91,nd,nd,,,,,14,6,,Legno 24 mesi e Cemento 8 mesi,,"Tanta frutta rossa nel bicchiere, unita fiori passiti e piccole spezie impreziosire: ciliegia, lampone, arancia sanguinella, noce moscata, viola e rosa. La beva conferma gusto e qualità ed è un distillato di sapore.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barolo Castellero,,,Brezza,Piemonte,,40,Nebbiolo 100%,Tagliata di manzo al rosmarino,,,89,nd,nd,,,,,14,5,,Legno 24 mesi e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Nebbiolo D’Alba Vigna Santa Rosalia,,,Brezza,Piemonte,,18,Nebbiolo 100%,Risotto con le spugnole,,,89,nd,nd,,,,,14,9,,Acciaio 8 mesi e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Langhe Nebbiolo,,,Brezza,Piemonte,,16,Nebbiolo 100%,Ravioli al sugo di chianina e tartufo nero,,,86,nd,nd,,,,,14,16,,Acciaio 8 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Barbera D’Alba Superiore Vigna Mompissano,,,Bric Castelvej,Piemonte,,30,Barbera 100%,Cosciotto di maiale farcito,,,89,nd,nd,,,,,14,2,,Legno 12 mesi,,"Colore rubino, fitto e luminoso. Espressioni di confettura di mirtillo, mora e ciliegia che si fondono con vigorosi accenni di rosa appassita e spezie. In bocca è molto ricco e persistente. Una rinfrescante acidità dona equilibrio e invoglia un secondo sorso.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Roero Arneis Vigna Bricco Novara,,,Bric Castelvej,Piemonte,,20,Arneis 100%,Legno 6 mesi Risotto agli asparagi e frutti di mare,,,89,nd,nd,,,,,14,2,,Acciaio 6 mesi e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Roero Panera Alta Riserva,,,Bric Castelvej,Piemonte,,40,Nebbiolo 100%,Cinghiale arrosto con castagne,,,89,nd,nd,,,,,14,2,,Legno 36 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Nebbiolo D’Alba Il Pilone,,,Bric Castelvej,Piemonte,,20,Nebbiolo 100%,Risotto al tartufo nero,,,86,nd,nd,,,,,14,3,,Terracotta 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Langhe Bianco San Vittore,,,Bric Castelvej,Piemonte,,20,Viognier 100%,Insalata greca,,,82,nd,nd,,,,,14,3,,Acciaio e Terracotta 4 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Rosato Il Nini,,,Bric Castelvej,Piemonte,,20,Nebbiolo 100%,Crescentine e salumi,,,82,nd,nd,,,,,14,3,,Terracotta 7 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barolo Del Comune Di Diano Contadin,,,Bricco Maiolica,Piemonte,,50,Nebbiolo 100%,Stinco di maiale al forno in pancetta affumicata,,,89,nd,nd,,,,,13,3,,Legno 24 mesi,,"Granato d’intensa saturazione. Generoso e goloso il frutto, bacche rosse selvatiche, accenni effluvi salmastri, macchia mediterranea, succo dolce della pesca di vigna e fresche essenze vegetali. Il sorso distende con chiarezza una trama tannica di carattere, inserita in una struttura ricca ma proporzionata.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Barbera D’Alba Superiore Vigna Vigia,,,Bricco Maiolica,Piemonte,,24,Barbera 100%,Lombata di vitello su letto di cipolline saltate,,,86,nd,nd,,,,,13,8,,Legno 18 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Dolcetto Di Diano D’Alba,,,Bricco Maiolica,Piemonte,,14,Dolcetto 100%,Rigatoni al ragù bianco di carne,,,86,nd,nd,,,,,13,10,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Langhe Chardonnay Pensiero Infinito,,,Bricco Maiolica,Piemonte,,36,Chardonnay 100%,Piacentinu Ennese,,,86,nd,nd,,,,,13,3,,Legno 30 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2018,,Alta Langa Pas Dosé Blanc De Blancs,,,Bricco Maiolica,Piemonte,,25,Chardonnay 100%,38 mesi sui lieviti Plateau royal di crudité,,,86,nd,nd,,,,,13,8,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Nebbiolo D’Alba Superiore Cumot,,,Bricco Maiolica,Piemonte,,24,Nebbiolo 100%,Tagliata al pepe verde,,,86,nd,nd,,,,,13,8,,Legno 15 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Ghemme Oltre Il Bosco,,,Francesco Brigatti,Piemonte,,30,Nebbiolo 100%,Zuppa di legumi e cereali,,,89,nd,nd,,,,,13,4,,Legno 24 mesi,,"Granato, estremamente cristallino. Naso ampio e complesso di erbe officinali, fogliame e leggera speziatura, poi piccoli frutti rossi, ciliegia e succo di melagrana di distinta espressione. La bocca esprime una bella energia, precisa corrispondenza con i profumi, tannino presente e lunga persistenza.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Colline Novaresi Nebbiolo Mötziflon,,,Francesco Brigatti,Piemonte,,25,Nebbiolo 85% – Vespolina 10% – Uva rara 5%,Fagiano arrosto,,,89,nd,nd,,,,,13,6,,Legno 20 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Colline Novaresi Uva Rara Selvalunga,,,Francesco Brigatti,Piemonte,,20,Uva rara 100%,Spaghetti alla carbonara,,,86,nd,nd,,,,,13,3,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Colline Novaresi Barbera Campazzi,,,Francesco Brigatti,Piemonte,,20,Barbera 100%,Coniglio al forno con polenta di Storo,,,86,nd,nd,,,,,13,3,,Legno 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Colline Novaresi Bianco Mottobello,,,Francesco Brigatti,Piemonte,,20,Erbaluce 100%,Ricciola al forno con capperi e pomodori ciliegino,,,82,nd,nd,,,,,13,5,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Colline Novaresi Vespolina Maria,,,Francesco Brigatti,Piemonte,,20,Vespolina 100%,Cemento 6 mesi Zuppa di legumi e cereali,,,82,nd,nd,,,,,13,0,,Acciaio 6 mesi e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Gavi Del Comune Di Gavi Bruno Broglia,,,Broglia,Piemonte,,26,Cortese 100%,Battuto di gamberi rossi di Sicilia,,,91,nd,nd,,,,,14,,,Acciaio 24 mesi,,"Paglierino brillante. Inizia con pesca di vigna, uva spina, piccoli ribes bianchi, cedro, poi fiori di montagna, ginestre, salvia e una tenue trama iodata marina. Assaggio composto, bilanciato, con freschezza citrina e sapidità stuzzicante ben integrate alla struttura; beva dinamica e di grande pregio.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2010,,Broglia Blanc Des Blancs Brut,,,Broglia,Piemonte,,33,Cortese 100%,Ostriche Bouzigues,,,89,nd,nd,,,,,14,,,Acciaio 60 mesi | 36 mesi sui lieviti,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Gavi Del Comune Di Gavi La Meirana,,,Broglia,Piemonte,,18,Cortese 100%,Salmone al timo,,,89,nd,nd,,,,,14,,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Colli Tortonesi Timorasso Derthona Broglia,,,Broglia,Piemonte,,25,Timorasso 100%,Coniglio in umido alle erbe aromatiche,,,86,nd,nd,,,,,14,,,Acciaio 18 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Gavi Del Comune Di Gavi Villa Broglia,,,Broglia,Piemonte,,18,Cortese 100%,Linguine allo scoglio,,,86,nd,nd,,,,,14,,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barolo Brea Vigna Ca’ Mia,,,Brovia,Piemonte,,115,Nebbiolo 100%,Piccione al forno con cipollotti,,,91,nd,nd,,,,,14,5,,Legno 24 mesi,,"Elegante e raffinato. Olfatto molto dolce di erbe e tè, pesca, menta, caramella di liquirizia, ribes e succo di frutta. Al gusto è succoso, dal corpo pieno e morbido. Una delizia di Barolo.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barolo Villero,,,Brovia,Piemonte,,115,Nebbiolo 100%,Filetto di vitello alla Rossini,,,91,nd,nd,,,,,14,5,,Legno 24 mesi,,"Gran fascino. Colore chiaro, naso di gran frutto, polposo e puro con sentori preziosi e zuccherati; note di succo di ciliegia, arancia sanguinella, poi con l’ossigenazione si fonde in una meravigliosa essenza fragolina. Al gusto equilibrio e sapienza.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barolo Rocche Di Castiglione,,,Brovia,Piemonte,,115,Nebbiolo 100%,Pernici farcite,,,91,nd,nd,,,,,14,5,,Legno 24 mesi,,"Spettacolare, con tanta frutta, fiori e mineralità. Corteccia, spezia, ferrosità, poi peonia, viola, marasca, lampone croccante: un naso splendente e austero al tempo stesso. La bocca si esprime con tratto morbido e fresco.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barolo Brovia,,,Brovia,Piemonte,,66,Nebbiolo 100%,Stinco di maiale al forno in pancetta affumicata,,,89,nd,nd,,,,,14,25,,Legno 36 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Barbera D’Alba Sorì Del Drago,,,Brovia,Piemonte,,29,Barbera 100%,Pappardelle con sugo di lepre,,,89,nd,nd,,,,,14,9,,Acciaio 18 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Dolcetto D’Alba Vignavillej,,,Brovia,Piemonte,,19,Dolcetto 100%,Mocetta di camoscio,,,89,nd,nd,,,,,14,15,,Acciaio 18 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barolo Prapò,,,Bugia Nen,Piemonte,,60,Nebbiolo 100%,Zuppa di funghi,,,89,nd,nd,,,,,14,3,,Legno 24 mesi,,"Prapò succoso dalla notevole finezza olfattiva: complessa nell’intreccio di erbe e paglia, menta, scorza di arancia e praline, tanta ciliegia e succo di lampone. Espressione ricercata anche al gusto, dinamico e preciso, dal grande sapore ed equilibrio.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barolo Cerretta,,,Bugia Nen,Piemonte,,60,Nebbiolo 100%,Filetto alla Wellington,,,89,nd,nd,,,,,14,3,,Legno 24 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barolo Cannubi,,,Comm. G.B. Burlotto,Piemonte,,100,Nebbiolo 100%,Che mano! Filetto di bue con salsa di Roquefort,,,91,nd,nd,,,,,14,4,,Legno 36 mesi,,"Gran fusione di frutta e fiori, piccole spezie e indizi mentolati: ciliegia e fragola, melagrana e bacche, sukai e liquirizia, noce moscata e mora. La bocca è molto gustosa, ineccepibile nell’equilibrio, sfumata nei tannini.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barolo Monvigliero,,,Comm. G.B. Burlotto,Piemonte,,90,Nebbiolo 100%,Tagliata di manzo al rosmarino,,,91,nd,nd,,,,,14,7,,Legno 36 mesi,,"Un vino audace, unico nel suo genere. Colore chiaro, olfatto strepitoso, freschissimo di fiori appena recisi, petunia, iris, rosa, violetta, poi foglie e sottobosco, pepe bianco e presenza fruttata. In bocca si riscoprono ancora fiori e frutti, buon corpo e sviluppo ordinato. Un elisir.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barolo Castelletto,,,Comm. G.B. Burlotto,Piemonte,,100,Nebbiolo 100%,Filetto di scottona in sfoglia,,,91,nd,nd,,,,,14,2,,Legno 36 mesi,,"Espressivo e molto equilibrato con naso nitido di frutta e finissime spezie. Bocca monfortese, piena e gustosa con finale preciso e fruttato. Dal 2030.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barolo Acclivi,,,Comm. G.B. Burlotto,Piemonte,,80,Nebbiolo 100%,Beccacce allo spiedo,,,89,nd,nd,,,,,14,4,,Legno 36 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Verduno Pelaverga,,,Comm. G.B. Burlotto,Piemonte,,18,Pelaverga piccolo 100%,Risotto con le quaglie,,,89,nd,nd,,,,,14,20,,Legno 2 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Barbera D’Alba Aves,,,Comm. G.B. Burlotto,Piemonte,,19,Barbera 100%,Costine d’agnello in crosta di noci,,,89,nd,nd,,,,,14,,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barbaresco Albesani Vigna Borgese,,,Piero Busso,Piemonte,,55,Nebbiolo 100%,Ossobuco alla milanese,,,91,nd,nd,,,,,14,3,,Legno 24 mesi,,"Un vino che abbaglia. Il naso è croccante e profondo. Poi si scioglie evidenziando una notevole espressione fruttata con fragola macerata, ciliegia, lampone e confetture. In bocca regna grande equilibrio e dolcezza: il corpo è pieno, il finale lungo e fruttato.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barbaresco San Stunet,,,Piero Busso,Piemonte,,50,Nebbiolo 100%,Castelmagno,,,91,nd,nd,,,,,14,4,,Legno 24 mesi,,"Gode di un ventaglio ampio e seducente: fitto di tracce fruttate ma anche fiori passiti e bacche, poi piccole spezie e dolci nuance di torrefazione. La bocca è importante e incisiva: gustosa, fresca e leggera nel tannino.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barbaresco Gallina,,,Piero Busso,Piemonte,,65,Nebbiolo 100%,Risotto con salsiccia e Taleggio,,,91,nd,nd,,,,,14,3,,Legno 24 mesi,,"Gallina tanto fiorito e delicatamente speziato: iris, viola, fiori appena recisi ma anche succo di ciliegia e fragola, liquirizia e noce moscata. Molto gustosa la beva, lunga, fine, di gran qualità.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Barbaresco Mondino,,,Piero Busso,Piemonte,,40,Nebbiolo 100%,Filetto di vitello alla Rossini,,,89,nd,nd,,,,,14,5,,Legno 18 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barbaresco Pora,,,Ca’ del Baio,Piemonte,,75,Nebbiolo 100%,Braciola di cervo con salsa di ribes,,,91,nd,nd,,,,,15,0,,Legno 26 mesi,,"Granato. Ouverture di mora e lampone, menta, poi resina, spezie fini, erbe aromatiche: una sequenza di rarefatta, irriducibile eleganza. Sorso deflagrante, di potenza misurata e fantastico sostegno tannico, con scia infinita, fruttata e gustosa. Magnifico.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2018,,Barbaresco Asili Riserva,,,Ca’ del Baio,Piemonte,,102,Nebbiolo 100%,Filetto di scottona in sfoglia,,,91,nd,nd,,,,,15,2,,Legno 26 mesi e,,"Terracotta 8 mesi Granato. Intenso, olivastro all’inizio, poi entusiasmante declinazione di erbe aromatiche, menta artica, nitori balsamici e piccoli frutti. Estrazione tannica vigorosa ed eccellente; un sorso lunghissimo, di grande soddisfazione.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2018,,Barbaresco Vallegrande Riserva,,,Ca’ del Baio,Piemonte,,89,Nebbiolo 100%,Brasato di manzo al vino rosso,,,91,nd,nd,,,,,15,2,,Legno 26 mesi,,"Toni vegetali finissimi, iris, menta, erbe alpine, conifera e fragoline di bosco. Nel disteso percorso gustativo s’ammira il dialogo tra frutti rossi e tannini “freddi“, scolpiti, gustosi. Sinfonico.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Barbaresco Asili,,,Ca’ del Baio,Piemonte,,50,Nebbiolo 100%,Pernici farcite,,,89,nd,nd,,,,,15,7,,Legno 26 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Barbaresco Vallegrande,,,Ca’ del Baio,Piemonte,,37,Nebbiolo 100%,Asiago stravecchio,,,89,nd,nd,,,,,15,12,,Legno 26 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Barbaresco Autinbej,,,Ca’ del Baio,Piemonte,,32,Nebbiolo 100%,Pappardelle con sugo di capriolo,,,86,nd,nd,,,,,15,20,,Legno 26 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2016,,Ovada Trelustri Riserva,,,Ca del Bric,Piemonte,,30,Dolcetto 100%,Pappardelle al ragù di cervo,,,86,nd,nd,,,,,15,3,,Acciaio 6 mesi e,,"Legno 50 mesi Carminio compatto. Naso caratterizzato da confettura di frutti di bosco, amarene in sciroppo, prugne essiccate, poi chiodi di garofano, pepe nero, tabacco da sigaro, cuoio e grafite. Il sorso è succoso, pieno di gusto, con tanta freschezza, tannini precisi, stuzzicanti ritorni sapidi e persistenze.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Giuditta Dalla Fraschetta Pas Dosé Rosé,,,Ca del Bric,Piemonte,,25,Nebbiolo 100%,Acciaio 6 mesi e Legno 24 mesi Trippa in umido,,,86,nd,nd,,,,,15,1,,Acciaio 6 mesi e,,Guazzetto di moscardini. BARBERA DEL MONFERRATO SUPERIORE QUATTORDICI.02 2019 Rosso Docg Barbera 100% Alc. 15% | € 22 | Bt. 3.000 | Ferm. Acciaio | Mat.,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2017,,Barbera Del Monferrato Superiore Florin,,,Ca del Bric,Piemonte,,28,Barbera 100%,Legno 48 mesi Risotto al tartufo nero,,,82,nd,nd,,,,,15,3,,Acciaio 6 mesi e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Ovada Maynozero,,,Ca del Bric,Piemonte,,12,Dolcetto 100%,Bra d’alpeggio,,,82,nd,nd,,,,,15,8,,Acciaio 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Barbera Del Monferrato Mansur,,,Ca del Bric,Piemonte,,12,Barbera 100%,Anatra ai funghi,,,82,nd,nd,,,,,15,5,,Acciaio 10 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2018,,Moscato D’Asti Vigna Vecchia,,,Ca’ d’Gal,Piemonte,,60,Moscato bianco 100%,Crostini con burro e salmone,,,89,nd,nd,,,,,5,5,,,,"Colore dorato antico, nobilitato da una spuma persistente. Sentori signorili di acacia, fiori appassiti, frutta essiccata e agrumi canditi su cui spicca la scorza d’arancia. La bocca non delude per ricchezza e complessità, la percepiamo snella, veloce ed equilibrata tra fine freschezza e misurata dolcezza.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Moscato D’Asti Canelli Sant’Ilario,,,Ca’ d’Gal,Piemonte,,22,Moscato bianco 100%,Sfogliatelle Santa Rosa,,,86,nd,nd,,,,,5,8,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Moscato D’Asti Lumine,,,Ca’ d’Gal,Piemonte,,15,Moscato bianco 100%,Tortino di frutta esotica,,,86,nd,nd,,,,,5,60,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,Asti,,,Ca’ d’Gal,Piemonte,,16,Moscato bianco 100%,Crostini con baccalà mantecato,,,86,nd,nd,,,,,5,15,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barolo Sottocastello Di Novello,,,Ca’ Viola,Piemonte,,65,Nebbiolo 100%,Risotto al tartufo bianco,,,91,nd,nd,,,,,14,5,,Legno 36 mesi,,"Granato luminoso. Olfatto che lentamente rivela la tradizionale e austera complessità. Sfumature subito speziate e balsamiche, ricordi di erbe alpine, accompagnati da toni finali di fiori essiccati. Gusto nobile, assicura soddisfazione in accordo con le suggestioni olfattive completandosi in un piacevole equilibrio.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Dolcetto D’Alba Barturot,,,Ca’ Viola,Piemonte,,20,Dolcetto 100%,Agnolotti al sugo di carne,,,89,nd,nd,,,,,14,5,,Legno 8 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barolo Caviot,,,Ca’ Viola,Piemonte,,46,Nebbiolo 100%,Brasato di manzo al vino rosso,,,89,nd,nd,,,,,14,10,,Legno 24 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Barbera D’Alba Bric Du Luv,,,Ca’ Viola,Piemonte,,32,Barbera 100%,Piccione al forno con cipollotti,,,89,nd,nd,,,,,14,5,,Legno 15 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Langhe Riesling Clem,,,Ca’ Viola,Piemonte,,24,Riesling renano 100%,Terrina di coniglio,,,89,nd,nd,,,,,14,6,,Acciaio 10 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Dolcetto D’Alba Vilot,,,Ca’ Viola,Piemonte,,15,Dolcetto 100%,Vitello tonnato,,,86,nd,nd,,,,,14,20,,Acciaio 10 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barolo Ravera,,,Cagliero,Piemonte,,40,Nebbiolo 100%,Parmigiano Reggiano Riserva,,,91,nd,nd,,,,,,15,,Legno 24 mesi,,"Naso copioso, ricco di sensazioni fruttate miste spezie e abbondanti elegie minerali: fragola, ciliegia, confetture, ferro e cacao. La bocca non manca di struttura, è dolce nei tannini, morbido e con ottima lunghezza. Dal 2030, non prima.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barolo Terlo,,,Cagliero,Piemonte,,38,Nebbiolo 100%,Oca arrosto,,,86,nd,nd,,,,,,4,,Legno 24 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Langhe Nebbiolo Canebbio,,,Cagliero,Piemonte,,20,Nebbiolo 85% – Barbera 15%,Risotto al gorgonzola,,,86,nd,nd,,,,,,1,,Legno 16 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Langhe Rosso Galverno,,,Cagliero,Piemonte,,30,Dolcetto 60% – Nebbiolo 40%,Salame di cinta senese,,,86,nd,nd,,,,,,,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Langhe Bianco Rabel,,,Cagliero,Piemonte,,15,Arneis 40% – Sauvignon 40% – Favorita 20%,Ravioli di patate e baccalà,,,82,nd,nd,,,,,,2,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barbaresco Albesani,,,Cantina del Pino,Piemonte,,50,Nebbiolo 100%,Quaglie alla cacciatora,,,91,nd,nd,,,,,14,3,,Legno 24 mesi,,"Granato. Naso eloquente, declinato su lussuosi indizi di aghi di pino, coulis di frutti rossi, iris e menta. Colpisce per il volume con cui impegna il palato e l’ottima progressione tannica che conduce un finale lungo e appagante. Grintoso, possiede ottime riserve gusto-olfattive per il futuro.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barbaresco Ovello,,,Cantina del Pino,Piemonte,,50,Nebbiolo 100%,Controfiletto di bue alla brace,,,89,nd,nd,,,,,14,6,,Legno 24 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Barbaresco Gallina,,,Cantina del Pino,Piemonte,,50,Nebbiolo 100%,Medaglioni di cervo con riduzione di cottura,,,89,nd,nd,,,,,14,2,,Legno 24 mesi,,,,Italy,,,
